resume, "이력서"
applicant, "지원자"
requirement, "필요조건"
meet, "(요구를) 만족시키다"
qualified, "자격 있는"
candidate, "후보자"
confidence, "확신"
highly, "매우"
professional, "전문적인"
interview, "면접"
hire, "고용하다"
training, "교육"
reference, "추천서"
position, "일자리"
achievement, "성취"
impressed, "감명 깊은"
excellent, "훌륭한"
eligible, "자격이 있는"
identify, "알아보다"
associate, "관련시키다"
condition, "조건"
employment, "고용"
lack, "부족, 결핍"
managerial, "관리의"
diligent, "성실한"
familiar, "익숙한"
proficiency, "숙달"
prospective, "장래의"
appeal, "관심을 끌다"
specialize, "전문으로 하다"
apprehensive, "걱정하는"
consultant, "고문, 컨설턴트"
entitle, "자격을 주다"
degree, "학위"
payroll, "임금대장"
recruit, "(신입사원 등을) 모집하다"
certification, "증명서"
occupation, "직업"
wage, "임금"
attire, "복장"
code, "규범"
concern, "우려"
policy, "규정"
comply, "준수하다"
regulation, "규정"
exception, "예외"
adhere, "지키다"
severely, "엄격하게"
refrain, "자제하다"
permission, "허락"
access, "이용 권한"
thoroughly, "철저하게"
revise, "(의견을) 수정하다"
approach, "접근법"
approval, "승인"
form, "종류"
immediately, "즉시"
inspection, "점검"
arrangement, "준비"
procedure, "절차"
negative, "부정적인"
mandate, "명령하다"
effect, "(법률 등의) 효력"
drastically, "심하게"
according, "따라"
enable, "가능하게 하다"
standard, "기준"
constant, "지속적인"
act, "법령"
compensation, "보상금"
ban, "금지"
obligation, "의무"
authorize, "권한을 부여하다"
prohibit, "금지하다"
abolish, "(제도를) 폐지하다"
enforce, "(법률을) 시행하다"
habit, "습관"
legislation, "법률"
restrict, "한정하다"
accustomed, "익숙한"
corporation, "주식회사"
demanding, "요구가 많은"
colleague, "동료"
division, "부서"
request, "요청"
efficiently, "효율적으로"
manage, "관리하다"
submit, "제출하다"
directly, "곧바로"
remind, "상기시키다"
instruct, "지시하다"
deadline, "마감일"
sample, "견본"
notify, "알리다"
perform, "행하다"
monitor, "감독하다"
deserve, "할 만하다"
assignment, "일"
entire, "전체의"
release, "발표하다"
extension, "연장"
electronically, "컴퓨터로"
attendance, "출석"
absolutely, "절대적으로"
delegate, "(권한 등을) 위임하다"
attentively, "주의 깊게"
supervision, "감독"
workshop, "워크숍"
draw, "끌다"
revision, "수정"
reluctantly, "마지못해"
acquaint, "숙지시키다"
convey, "(용건을) 전달하다"
check, "검사하다"
headquarters, "본부"
file, "(서류를) 정리하다"
oversee, "감독하다"
involved, "관여하는"
concentrate, "집중하다"
lax, "느슨한"
procrastinate, "미루다"
combined, "결합된"
accomplish, "성취하다"
voluntarily, "자발적으로"
undertake, "(일을) 떠맡다"
assume, "책임지다, 추정하다"
occasionally, "가끔"
employee, "직원"
assist, "돕다"
satisfied, "만족하는"
manner, "방식"
responsible, "책임이 있는"
conduct, "업무를 수행하다"
adjust, "적응하다"
personnel, "직원"
agree, "동의하다"
supervise, "감독하다"
coworker, "동료"
direct, "안내하다"
confidential, "기밀의"
assign, "배정하다"
leading, "선도적인"
formal, "격식을 차린"
remove, "해임하다"
collect, "모으다"
coordinate, "조정하다"
hardly, "거의 ~하지 않다"
abstract, "추상적인"
directory, "주소록"
accountable, "책임이 있는"
skillfully, "능숙하게"
exclusive, "독점적인"
intention, "의지, 의도"
transform, "바꾸다"
respectful, "정중한"
duplicate, "사본"
contrary, "반대"
disturbing, "충격적인"
engage, "관여하다"
foster, "촉진하다"
neutrality, "중립성"
widely, "널리"
sophisticated, "(기계가) 정교한"
timely, "시기적절한"
realistically, "현실적으로"
promptly, "즉시"
accessible, "접근 가능한"
implement, "실시하다"
feedback, "의견"
outstanding, "우수한"
inform, "알리다"
replacement, "교체"
announcement, "공고"
department, "부서"
permanently, "영구적으로"
fulfill, "만족시키다"
outline, "개요"
explain, "설명하다"
contain, "포함하다"
compile, "편집하다"
subsequent, "차후의"
overview, "개요"
provider, "공급자"
matter, "문제"
expertise, "전문 지식"
demonstrate, "증명하다"
remainder, "나머지"
essential, "필수적인"
divide, "분배하다"
major, "주요한"
compliance, "준수"
clarify, "명확하게 하다"
face, "직면하다"
follow, "따르다"
aspect, "관점"
apparently, "보기에"
aware, "알고 있는"
extended, "연장된"
accidentally, "뜻하지 않게"
advisable, "바람직한"
concerned, "염려하는"
speak, "이야기하다"
collection, "소장품"
exhibition, "전시회"
celebrity, "유명인사"
live, "생방송의"
improvise, "즉석에서 하다"
popular, "인기 있는"
donation, "기증"
alumni, "동창생들"
present, "제시하다"
admission, "입장"
banquet, "연회"
anniversary, "기념일"
required, "필수의"
succeed, "성공하다"
rest, "쉬다"
fund-raising, "모금"
resume, "재개하다"
issue, "발행부수, 문제"
subscription, "정기구독"
appear, "나타나다"
accompany, "동행하다"
edition, "판"
specifically, "명확하게"
anonymous, "익명의"
commit, "헌신하다"
information, "유익한 정보"
audience, "청중"
author, "작가"
note, "주목하다"
antique, "골동품"
manuscript, "원고"
beneficial, "유익한"
upcoming, "다가오는"
lend, "빌려주다"
current, "현재의"
local, "지방의"
variety, "다양성"
advocate, "옹호자"
contributor, "기고가"
defy, "저항하다"
fascinating, "매혹적인"
showing, "상영"
survey, "설문조사"
analysis, "분석"
respondent, "응답자"
competition, "경쟁"
consistently, "항상"
demand, "수요"
do, "다하다"
expand, "확장하다"
advanced, "고급의"
postpone, "연기하다"
additional, "추가의"
appreciate, "감사하다"
demonstration, "설명, 시연"
buy, "사다"
examine, "조사하다"
effective, "효과적인"
like, "좋아하다"
especially, "특히"
closely, "면밀히"
reserve, "예약하다"
cooperate, "협력하다"
very, "매우"
consecutive, "연속적인"
expectation, "예상"
publicize, "공표하다"
raise, "높이다"
extremely, "극도로"
affect, "영향을 미치다"
target, "목표"
campaign, "캠페인, 운동"
probable, "개연성이 있는"
focus, "집중시키다"
seasonal, "계절의"
impact, "영향"
comparison, "비교"
gap, "격차"
mounting, "증가하는"
reflective, "반영하는"
advertisement, "광고"
marginal, "약간의"
customer, "고객"
influence, "영향을 미치다"
instantly, "즉각적으로"
creative, "창조적인"
aggressively, "적극적으로"
aim, "목표로 하다"
strategy, "전략"
indicate, "보여주다"
attract, "끌다"
experience, "경험"
analyze, "분석하다"
introduce, "발표하다, 소개하다"
advise, "조언해주다"
subscribe, "구독하다"
absence, "부재"
means, "방법"
prefer, "선호하다"
advantage, "이점"
forward, "앞으로"
contemporary, "동시대의"
discussion, "토론"
initial, "처음의"
steadily, "착실하게"
necessarily, "반드시"
resolve, "해결하다"
detect, "간파하다"
intensify, "강화하다"
favorably, "호의적으로"
cover, "포함하다, 덮다"
less, "보다 적은"
majority, "대부분"
adopt, "채택하다"
largely, "주로"
disregard, "소홀히 하다"
effort, "노력"
incentive, "혜택, 유인"
need, "필요"
mastermind, "계획하다"
stagnant, "침체된"
dramatically, "극적으로"
brisk, "활발한"
unstable, "불안정한"
rapidly, "급속히"
soar, "치솟다"
assert, "단언하다"
boost, "부양시키다"
analyst, "분석가"
potential, "잠재적인"
pleased, "만족해하는"
remain, "계속 ~인 상태이다"
limited, "제한된"
costly, "비용이 많이 드는"
particular, "특정한"
drastic, "과감한"
evenly, "고르게"
evidence, "증거"
prospect, "전망"
lead, "이끌다"
fall, "하락하다"
period, "기간"
indicator, "지표"
industry, "산업"
likely, "할 것 같은"
boom, "호황"
director, "임원"
substitute, "대용품"
consequence, "결과"
fairly, "상당히"
economical, "경제적인"
thrive, "번영하다"
implication, "영향, 함축"
wane, "감소하다"
prosperity, "번영"
depression, "불황"
dwindle, "줄어들다"
impede, "저해하다"
promising, "유망한"
adversity, "역경"
purchase, "구매하다"
installment, "할부"
affordable, "알맞은 가격의"
exactly, "정확히"
auction, "경매"
authentic, "진정한"
charge, "요금"
notice, "통지"
experienced, "경험이 있는"
instruction, "설명"
expert, "전문가"
warranty, "보증"
refund, "환불"
subscriber, "가입자"
delivery, "배달"
price, "가격"
receipt, "영수증"
offer, "제공하다"
carefully, "주의 깊게"
benefit, "혜택"
exclusively, "오로지"
description, "설명"
relatively, "상대적으로"
spare, "아끼다"
preparation, "준비"
area, "지역"
clearance, "정리, 허가"
alter, "바꾸다"
apply, "적용하다"
mutually, "서로"
method, "방식"
acceptable, "훌륭한, 용인되는"
desire, "욕구"
redeemable, "현금으로 바꿀 수 있는"
officially, "공식적으로"
consumption, "소비"
qualify, "자격을 얻다"
fabric, "섬유"
valid, "유효한"
vendor, "노점상, 판매업체"
research, "연구"
devise, "고안하다"
revolutionary, "혁명적인"
innovative, "혁신적인"
feature, "특징"
inspiration, "영감"
sufficiently, "충분히"
patent, "특허"
envision, "상상하다"
extend, "연장하다, 전하다"
following, "~후에"
intend, "의도하다"
grant, "수여하다, 승인하다"
allow, "하게 하다"
inspect, "검사하다"
improve, "향상시키다"
increasingly, "점점"
invest, "투자하다"
various, "다양한"
upgrade, "업그레이드하다"
manual, "설명서"
explore, "조사하다, 탐험하다"
response, "응답"
appearance, "외관"
successful, "성공적인"
hold, "개최하다"
advance, "진보"
reliable, "신뢰할 수 있는"
quality, "품질"
domestic, "국내의"
development, "개발"
availability, "이용 가능성"
update, "갱신"
accurate, "정확한"
complicate, "복잡하게 하다"
accomplished, "숙련된"
inquiry, "문의"
indication, "징후"
manufacturer, "제조회사"
compatible, "호환되는"
superior, "우수한"
absolute, "완전한"
broaden, "넓히다"
corrosion, "부식"
equipment, "장비"
automate, "자동화하다"
specification, "명세서"
properly, "제대로"
safety, "안전"
precaution, "예방조치"
operate, "작동하다"
processing, "가공"
capacity, "용량"
utilize, "이용하다"
place, "장소"
fill, "채우다"
manufacturing, "제조업의"
renovate, "개조하다"
decision, "결정"
material, "재료"
success, "성과"
attribute, "~의 탓으로 돌리다"
efficiency, "효율"
limit, "한계"
tailored, "맞춤의"
component, "부품"
capable, "~할 수 있는"
economize, "절약하다"
flexible, "융통성 있는"
comparable, "필적하는"
produce, "생산하다"
respectively, "각각"
device, "장치"
trim, "다듬다"
launch, "출시하다"
separately, "개별적으로"
expiration, "만료"
maneuver, "이동시키다"
coming, "다가오는"
damaged, "손상된"
prevent, "예방하다"
power, "전력"
chemical, "화학제품"
complaint, "불평"
deal, "처리하다"
argumentative, "논쟁적인"
appropriately, "적절하게"
respond, "응답하다"
infuriate, "화나게 하다"
courteous, "예의 바른"
satisfaction, "만족"
inconvenience, "불편"
complete, "완료하다"
specific, "구체적인"
return, "반환하다"
replace, "교체하다"
presentation, "발표"
evaluation, "평가"
confident, "자신감 있는"
commentary, "해설"
notification, "통지"
apologize, "사과하다"
interact, "소통하다"
certain, "확신하는"
commitment, "헌신, 약속"
applaud, "박수를 보내다"
biography, "약력"
critical, "비판적인"
depend, "의존하다"
combine, "결합시키다"
priority, "우선권"
observe, "준수하다"
defective, "결함이 있는"
reflect, "반영하다"
attitude, "태도"
disappoint, "실망시키다"
inquire, "문의하다"
insert, "삽입하다"
disclose, "공개하다"
guarantee, "보장하다"
politely, "공손하게"
seriously, "진지하게"
international, "국제적인"
attraction, "관광지"
itinerary, "여행 일정"
exotic, "이국적인"
diverse, "다양한"
superb, "최고의"
baggage, "수하물"
destination, "목적지"
missing, "분실된"
approximately, "대략"
duty, "관세"
process, "과정"
board, "탑승하다"
comfortable, "편안한"
declare, "신고하다"
specify, "명시하다"
depart, "출발하다"
emergency, "비상시"
passenger, "승객"
tightly, "단단히"
tour, "견학, 관광"
carrier, "항공사"
customarily, "관례상"
confuse, "혼란시키다"
arrive, "도착하다"
brochure, "소책자"
involve, "수반하다"
ship, "배송하다"
suitcase, "여행가방"
unavailable, "이용할 수 없는"
fill, "기입하다"
customs, "세관"
away, "떨어져서"
dramatic, "멋진, 극적인"
hospitality, "환대"
indulge, "탐닉하다"
proximity, "가까움"
seating, "좌석"
unlimited, "무제한의"
proposal, "제안"
alliance, "동맹"
stipulation, "계약 조건"
term, "조건, 용어"
compromise, "타협"
negotiation, "협상"
agreement, "계약, 동의"
deadlock, "교착 상태"
review, "검토하다"
contract, "계약서"
signature, "서명"
originally, "원래"
direction, "방향"
initially, "처음에"
expire, "만료되다"
collaborate, "협력하다"
dedicate, "전념하다"
revised, "수정된"
imperative, "반드시 해야 하는"
cooperatively, "협력하여"
commission, "수수료"
omit, "빠뜨리다"
conflict, "대립"
renew, "갱신하다"
proficient, "능숙한"
confidentiality, "기밀"
dispute, "분쟁"
objection, "반대"
define, "규정하다"
impression, "인상"
security, "보안"
option, "선택권"
proceed, "진행하다"
modify, "수정하다"
narrow, "좁히다"
bid, "입찰하다"
settle, "해결하다"
terminate, "끝내다"
challenging, "도전적인"
foundation, "토대"
completely, "전적으로"
refuse, "거절하다"
temporarily, "일시적으로"
dealer, "판매업자"
bulk, "대량의"
inventory, "재고품"
short, "부족한"
cost, "비용"
selection, "선택된 것"
commercial, "상업의"
order, "주문하다"
provide, "공급하다"
invoice, "송장"
move, "옮기다"
supply, "공급하다"
discount, "할인"
distribute, "배포하다"
acquisition, "인수"
assure, "확신시키다"
seek, "구하다"
satisfactory, "만족스러운"
confirmation, "확인"
unable, "할 수 없는"
payment, "지불"
measure, "대책"
bargain, "특가품"
stock, "재고"
affordability, "감당할 수 있는 비용"
clientele, "고객들"
acclaim, "호평"
represent, "대표하다"
rating, "등급"
encompass, "포함하다"
finalize, "마무리하다"
market, "시장"
retail, "소매"
commodity, "상품"
quote, "견적액"
consignment, "위탁"
fragile, "깨지기 쉬운"
perishable, "부패하기 쉬운"
deliver, "배달하다"
ensure, "확실히 하다"
courier, "급송"
carton, "판지상자"
address, "주소, 다루다"
shipment, "수송품"
particularly, "특히"
adequately, "적절히"
article, "물품, 기사"
efficient, "효율적인"
agency, "대행사"
enclose, "동봉하다"
careful, "조심스러운"
pick, "고르다"
carry, "지니다, 휴대하다"
attach, "붙이다"
formerly, "이전에"
package, "소포"
react, "반응하다"
content, "내용물"
convenience, "편의"
acknowledge, "인정하다"
caution, "주의"
correspondence, "서신"
separate, "분리하다"
remarkable, "현저한"
handle, "취급하다"
warehouse, "창고"
impose, "부과하다"
storage, "보관소"
detach, "분리하다"
envelope, "봉투"
exclusion, "제외"
recipient, "수신자"
affix, "우표를 붙이다"
incorrect, "부정확한"
step, "단계"
check, "체크인하다"
complimentary, "무료의"
chef, "주방장"
container, "용기"
elegant, "우아한"
flavor, "맛"
accommodate, "수용하다"
reception, "환영회"
in, "미리"
refreshments, "다과"
make, "만들다"
cater, "음식을 공급하다"
reservation, "예약"
beverage, "음료"
confirm, "확인하다"
cancel, "취소하다"
rate, "요금, 비율"
conveniently, "편리하게"
decorate, "장식하다"
information, "정보"
retain, "유지하다"
atmosphere, "분위기"
cuisine, "요리"
sequence, "순서"
extensive, "광범위한"
prior, "전의"
book, "예약하다"
amenity, "편의시설"
belongings, "소지품"
entirely, "완전히"
ease, "완화시키다"
ingredient, "재료"
sip, "음미하며 마시다"
stir, "휘젓다"
choice, "선택물"
complication, "복잡한 문제"
freshness, "신선함"
occupancy, "이용률"
decline, "감소, 거절"
markedly, "현저하게"
increase, "인상, 증가"
revenue, "수입"
projection, "예상치"
substantial, "상당한"
significantly, "상당히"
estimate, "추정하다"
shift, "옮기다, 변화"
fee, "요금"
production, "생산량"
sale, "매출액"
impressive, "굉장한"
representative, "직원, 대표자"
recent, "최근의"
improvement, "향상"
employer, "고용주"
regular, "정기적인"
summarize, "요약하다"
typically, "보통"
whole, "전체의"
growth, "성장"
figure, "총액, 수치"
steady, "꾸준한"
frequent, "빈번한"
achieve, "달성하다"
assumption, "추정"
share, "공유하다"
incur, "(손실을) 입다"
slightly, "약간"
profit, "수익"
illustrate, "분명히 보여주다"
inaccurate, "부정확한"
percentage, "비율"
reduce, "줄이다"
tend, "하는 경향이 있다"
audit, "회계 감사"
accounting, "회계"
budget, "예산"
financial, "재정의"
deficit, "적자"
recently, "최근에"
substantially, "크게"
committee, "위원회"
frequently, "자주"
capability, "능력"
proceeds, "수익금"
reimburse, "상환하다"
considerably, "상당히"
adequate, "충분한"
total, "총계의"
preferred, "선호되는"
quarter, "사분기"
interrupt, "중단시키다"
browse, "훑어보다"
prompt, "즉각적인"
measurement, "측정"
shorten, "단축하다"
calculate, "계산하다"
deficient, "부족한"
compare, "비교하다"
fortunate, "운 좋은"
expenditure, "지출"
accurately, "정확하게"
worth, "가치가 있는"
excess, "초과"
fiscal, "회계의"
incidental, "부수적인"
inflation, "물가상승"
liable, "책임이 있는"
spend, "쓰다"
turnover, "이직률, 매출"
announce, "발표하다"
interested, "관련된"
active, "적극적인"
accept, "수락하다"
foresee, "예견하다"
expansion, "확장"
relocate, "이전하다"
competitor, "경쟁업체"
asset, "자산"
contribute, "기여하다"
dedicated, "헌신적인"
misplace, "잃어버리다"
considerable, "상당한"
last, "지속되다"
grow, "성장하다"
select, "선발하다"
merge, "합병하다"
imply, "암시하다"
vital, "필수적인"
persist, "계속하다"
independent, "독립적인"
force, "세력, 힘"
establish, "설립하다"
enhance, "향상시키다"
renowned, "저명한"
informed, "박식한"
minutes, "회의록"
waive, "포기하다"
authority, "권한"
acquire, "매입하다"
surpass, "능가하다"
run, "운영하다"
improbable, "있을 법하지 않은"
edge, "우위"
reveal, "밝히다"
productivity, "생산성"
uncertain, "확신이 없는"
premier, "으뜸의"
agenda, "의제"
convene, "소집하다"
refute, "부인하다"
coordination, "조정"
convince, "납득시키다"
consensus, "여론, 합의"
usually, "보통"
reschedule, "일정을 조정하다"
meeting, "회의"
determine, "알아내다"
report, "보고서"
comment, "논평하다"
phase, "단계"
approve, "승인하다"
enclosed, "동봉된"
easy, "쉬운"
record, "기록"
suggestion, "제안"
attention, "주의"
object, "반대하다"
coincidentally, "우연히"
crowded, "붐비는"
undergo, "겪다"
outcome, "결과"
narrowly, "간스로이"
differ, "의견을 달리하다"
discuss, "논의하다"
give, "연설하다"
brief, "브리핑하다"
distract, "(주의를) 산만하게 하다"
emphasis, "강조"
press, "언론"
organize, "준비하다"
mention, "언급하다"
persuasive, "설득력 있는"
understanding, "이해심 있는"
adjourn, "중단하다"
constructive, "건설적인"
preside, "사회를 보다"
constraint, "제한"
host, "개최하다"
annual, "매년의"
purpose, "목적"
enroll, "등록하다"
lecture, "강의"
participant, "참가자"
attend, "참석하다"
encourage, "장려하다"
leave, "휴가"
recommendation, "추천사항"
conference, "회의"
schedule, "일정을 잡다"
include, "포함하다"
result, "결과"
register, "등록하다"
require, "요구하다"
grateful, "고마워하는"
overtime, "초과근무"
responsibility, "책임"
assent, "찬성하다"
regard, "간주하다"
tentative, "임시적인"
welcome, "반가운"
function, "행사"
commence, "시작되다"
objective, "목표"
excited, "신이 난"
reimbursement, "상환"
treatment, "대우"
honor, "존경, 영광"
emphasize, "강조하다"
entry, "참가, 경기"
bonus, "상여금"
salary, "급여"
earn, "벌다"
arise, "발생하다"
labor, "노동"
union, "노동조합"
existing, "기존의"
exploit, "착취하다"
appoint, "임명하다"
appraisal, "평가"
promote, "승진시키다"
skilled, "숙련된"
radically, "완전히"
exceptional, "뛰어난"
appreciation, "감사"
evaluate, "평가하다"
suggest, "제안하다"
preference, "선호"
management, "경영진"
predict, "예측하다"
transfer, "보내다, 전근시키다"
award, "상"
mandatory, "의무적인"
performance, "실적"
reward, "보상하다"
search, "찾기"
inexperienced, "경험 없는"
early, "이른"
designate, "지명하다"
executive, "경영의"
dedication, "헌신"
unanimously, "만장일치로"
progress, "진행"
congratulate, "축하하다"
dismiss, "해임하다"
independence, "독립성"
participation, "참여"
praise, "칭칭하다"
accomplishment, "성과"
deliberation, "토의"
leadership, "리더십"
retire, "퇴직하다"
nomination, "지명"
serve, "근무하다"
encouragement, "격격"
resignation, "사임"
strictly, "엄격히"
alleviate, "완화하다"
divert, "우회시키다"
detour, "우회"
fuel, "연료"
malfunction, "오작동"
permit, "허락하다"
transportation, "교통수단"
opportunity, "기회"
clearly, "명확히"
ongoing, "계속 진행 중인"
detailed, "상세한"
alternative, "대안"
obtain, "획득하다"
designated, "지정된"
intersection, "교차로"
equip, "갖추다"
commute, "통근하다"
downtown, "시내에서"
automotive, "자동차의"
closure, "폐쇄"
vehicle, "차량"
platform, "승강장"
official, "공무원"
transit, "교통"
fare, "교통요금"
expense, "비용"
trust, "신뢰"
head, "향하다"
drive, "운전하다"
fine, "벌금"
pass, "지나가다"
securely, "단단히"
reserved, "예약된"
average, "평균"
collision, "충돌"
tow, "견인하다"
reverse, "뒤의, 반대의"
inventory, "재고"
voucher, "상품권"
estimate, "견적서"
resume, "재개하다, 이력서"
issue, "문제, 발행"
property, "재산"
eligible, "자격이 있는"
initiative, "주도권, 새로운 계획"
culinary, "요리의"
extensive, "광범위한"
deposit, "예치금"
retail, "소매"
affordable, "가격이 적당한"
grant, "승인하다, 수여하다"
significantly, "상당히"
reserve, "예약하다, 보유하다"
application, "신청"
address, "다루다, 주소"
suppose, "추정하다"
charge, "요금, 책임"
expire, "만료되다"
refund, "환불하다"
promote, "촉진하다, 승진시키다"
revenue, "수익"
opportunity, "기회"
valid, "유효한"
confidential, "기밀의"
figure, "수치, 인물"
traffic, "교통"
